item_id,kud_column,knowledge_type,assessment_route,content,source_block_id,source_excerpt,classification_stability,underspecification_flag,rationale
blk_0083_item_01,know,Type 1,rubric_with_clear_criteria,where to go for advice and support when they feel worried or concerned about something they have seen or engaged with online,blk_0083,"L140-141: for children, and where to go for advice and support when they feel worried or concerned about something they have seen or engaged with online.",stable,null,propositional knowledge about specific resources and procedures - hard prerequisite sequence applies as children must know the factual information about where help is available
blk_0096_item_01,know,Type 1,rubric_with_clear_criteria,"The vocabulary needed to report abuse, concerns about something seen online or experienced in real life, or feelings of being unsafe or feeling bad about any adult.",blk_0096,"L156-157: life, or feelings of being unsafe or feeling bad about any adult and the vocabulary and confidence needed to do so.",stable,null,Propositional knowledge - specific vocabulary that must be learned
blk_0098_item_01,know,Type 1,rubric_with_clear_criteria,"Where to get advice e.g. family, school and/or other sources",blk_0098,"L159: are heard. Where to get advice e.g. family, school and/or other sources.",stable,null,Propositional knowledge about factual information - specific sources and locations for advice
blk_0102_item_01,know,Type 1,rubric_with_clear_criteria,"Sex education is not compulsory in primary schools, but is recommended in years 5 and/or 6, in line with content about conception and birth, which forms part of the national curriculum for science",blk_0102,"L164-170: primaries teach sex education in years 5 and/or 6, in line with content about conception and birth, which forms part of the national curriculum for science. The national curriculum for science includes subject content in related areas, such as the main external body parts, the human body as it grows from birth to old age (including puberty) and reproduction in some plants and animals. Schools may also cover human reproduction in the science curriculum, but where they do so, this should be in line with the factual description of conception in the science curriculum.",stable,null,Propositional knowledge about curriculum policy and recommendations - factual content about what is compulsory vs recommended
blk_0102_item_02,know,Type 1,rubric_with_clear_criteria,"The national curriculum for science includes subject content in related areas, such as the main external body parts, the human body as it grows from birth to old age (including puberty) and reproduction in some plants and animals",blk_0102,"L164-170: primaries teach sex education in years 5 and/or 6, in line with content about conception and birth, which forms part of the national curriculum for science. The national curriculum for science includes subject content in related areas, such as the main external body parts, the human body as it grows from birth to old age (including puberty) and reproduction in some plants and animals. Schools may also cover human reproduction in the science curriculum, but where they do so, this should be in line with the factual description of conception in the science curriculum.",stable,null,Factual knowledge about what is included in the national curriculum for science - propositional content about curriculum requirements
blk_0102_item_03,know,Type 1,rubric_with_clear_criteria,"Schools may also cover human reproduction in the science curriculum, but where they do so, this should be in line with the factual description of conception in the science curriculum",blk_0102,"L164-170: primaries teach sex education in years 5 and/or 6, in line with content about conception and birth, which forms part of the national curriculum for science. The national curriculum for science includes subject content in related areas, such as the main external body parts, the human body as it grows from birth to old age (including puberty) and reproduction in some plants and animals. Schools may also cover human reproduction in the science curriculum, but where they do so, this should be in line with the factual description of conception in the science curriculum.",stable,null,Propositional knowledge about curriculum policy - factual content about how schools may approach human reproduction content and the requirement for alignment with science curriculum
blk_0104_item_01,know,Type 1,rubric_with_clear_criteria,Primary schools should consult parents about the content of anything that will be taught within sex education,blk_0104,L172-174: taught within sex education. This process should include offering parents support in talking to their children about sex education and how to link this with what is being taught in school as well as advice about parents’ right to request withdrawal from sex education.,stable,null,Propositional knowledge about required school procedures - factual content about what schools must do
blk_0104_item_02,know,Type 1,rubric_with_clear_criteria,Schools should offer parents support in talking to their children about sex education and how to link this with what is being taught in school,blk_0104,L172-174: taught within sex education. This process should include offering parents support in talking to their children about sex education and how to link this with what is being taught in school as well as advice about parents’ right to request withdrawal from sex education.,stable,null,Propositional knowledge about required school support services - factual content about what schools should provide
blk_0104_item_03,know,Type 1,rubric_with_clear_criteria,Parents have the right to request withdrawal from sex education,blk_0104,L172-174: taught within sex education. This process should include offering parents support in talking to their children about sex education and how to link this with what is being taught in school as well as advice about parents’ right to request withdrawal from sex education.,stable,null,Propositional knowledge about parental rights - factual content about legal entitlements
blk_0107_item_01,know,Type 1,rubric_with_clear_criteria,"Knowledge needed in later life to keep themselves and others safe, and how to avoid sexually transmitted infections and unplanned pregnancies",blk_0107,"L177-180: education. RSE should provide young people with the information they need to develop healthy, safe and nurturing relationships of all kinds. This should include the knowledge they need in later life to keep themselves and others safe, and how to avoid sexually transmitted infections and unplanned pregnancies.",classification_unstable,null,Propositional knowledge about safety and health information - Type 1 factual content
blk_0114_item_01,know,Type 1,rubric_with_clear_criteria,Being a victim of abuse is never the fault of the child or young person,blk_0114,"L190-195: behaviour. While teaching children how to stay safe, including online, teachers should be clear that being a victim of abuse is never the fault of the child or young person. Different forms of abuse should be addressed sensitively and clearly at appropriate ages. For pupils who are experiencing or have experienced unhealthy or unsafe relationships, including at home, schools have an important role as a place of consistency and safety where pupils can find support.",stable,null,Propositional knowledge - factual claim about responsibility and blame that learners must understand
blk_0114_item_02,know,Type 1,rubric_with_clear_criteria,Different forms of abuse exist and should be addressed sensitively and clearly at appropriate ages,blk_0114,"L190-195: behaviour. While teaching children how to stay safe, including online, teachers should be clear that being a victim of abuse is never the fault of the child or young person. Different forms of abuse should be addressed sensitively and clearly at appropriate ages. For pupils who are experiencing or have experienced unhealthy or unsafe relationships, including at home, schools have an important role as a place of consistency and safety where pupils can find support.",stable,null,Propositional knowledge - factual understanding about types of abuse and developmental appropriateness
blk_0126_item_01,know,Type 1,rubric_with_clear_criteria,"The legal status of marriage and civil partnership, including that they carry legal rights, benefits and protections that are not available to couples who are cohabiting or who have, for example, undergone a non-legally binding religious ceremony.",blk_0126,"L215-217: The legal status of marriage and civil partnership, including that they carry legal rights, benefits and protections that are not available to couples who are cohabiting or who have, for example, undergone a non-legally binding religious ceremony.",stable,null,Propositional knowledge about legal facts and distinctions - factual content about how legal systems work that learners must hold
blk_0128_item_01,know,Type 1,rubric_with_clear_criteria,Cohabitants do not obtain marriage-like status or rights from living together or by having children,blk_0128,L219: or rights from living together or by having children.,stable,null,Propositional knowledge - factual claim about legal status that learners must understand
blk_0133_item_01,know,Type 1,rubric_with_clear_criteria,characteristics of successful parenting,blk_0133,L224-225: characteristics of successful parenting and the importance of the early years of a child’s life for brain development.,stable,null,propositional knowledge about factual characteristics that can be learned and assessed through knowledge check
blk_0148_item_01,know,Type 1,rubric_with_clear_criteria,The different types of bullying (including online bullying),blk_0148,L252: responsibilities of bystanders to report bullying and how and where to get help.,classification_unstable,null,Propositional knowledge about categories and definitions - hard prerequisite sequence where understanding types is foundational
blk_0166_item_01,know,Type 1,rubric_with_clear_criteria,the importance of being cautious about sharing personal information online and of using privacy and location settings appropriately to protect information online,blk_0166,L282-284: information online and of using privacy and location settings appropriately to protect information online. Pupils should also understand the difference between public and private online spaces and related safety issues.,classification_unstable,null,propositional knowledge about online safety principles and protective measures
blk_0168_item_01,know,Type 1,rubric_with_clear_criteria,Social media accounts may be fake and may post things which aren't real or have been created with AI,blk_0168,"L286-289: and / or may post things which aren’t real / have been created with AI. That social media users may say things in more extreme ways than they might in face-to-face situations, and that some users present highly exaggerated or idealised profiles of themselves online.",stable,null,Propositional knowledge about how social media works - factual content to be understood
blk_0168_item_02,know,Type 1,rubric_with_clear_criteria,Social media users may say things in more extreme ways than they might in face-to-face situations,blk_0168,"L286-289: and / or may post things which aren’t real / have been created with AI. That social media users may say things in more extreme ways than they might in face-to-face situations, and that some users present highly exaggerated or idealised profiles of themselves online.",stable,null,Propositional knowledge about social media behavior patterns - factual content to be understood
blk_0168_item_03,know,Type 1,rubric_with_clear_criteria,Some social media users present highly exaggerated or idealised profiles of themselves online,blk_0168,"L286-289: and / or may post things which aren’t real / have been created with AI. That social media users may say things in more extreme ways than they might in face-to-face situations, and that some users present highly exaggerated or idealised profiles of themselves online.",stable,null,Propositional knowledge about online self-presentation - factual content to be understood
blk_0172_item_01,know,Type 1,rubric_with_clear_criteria,"That keeping or forwarding indecent or sexual images of someone under 18 is a crime, even if the photo is of themselves or of someone who has consented, and even if the image was created by the child and/or using AI generated imagery",blk_0172,"L296-303: even if the photo is of themselves or of someone who has consented, and even if the image was created by the child and/or using AI generated imagery. Pupils should understand the potentially serious consequences of acquiring or generating indecent or sexual images of someone under 18, including the potential for criminal charges and severe penalties including imprisonment. Pupils should know how to seek support and should understand that they will not be in trouble for asking for help, either at school or with the police, if an image of themselves has been shared. Pupils should also understand that sharing indecent images of people over 18 without consent is a crime.",stable,null,Propositional knowledge about legal facts - factual content that must be held
blk_0172_item_03,know,Type 1,rubric_with_clear_criteria,"How to seek support and that they will not be in trouble for asking for help, either at school or with the police, if an image of themselves has been shared",blk_0172,"L296-303: even if the photo is of themselves or of someone who has consented, and even if the image was created by the child and/or using AI generated imagery. Pupils should understand the potentially serious consequences of acquiring or generating indecent or sexual images of someone under 18, including the potential for criminal charges and severe penalties including imprisonment. Pupils should know how to seek support and should understand that they will not be in trouble for asking for help, either at school or with the police, if an image of themselves has been shared. Pupils should also understand that sharing indecent images of people over 18 without consent is a crime.",stable,null,Propositional knowledge about support procedures and protections - factual content that must be held
blk_0172_item_04,know,Type 1,rubric_with_clear_criteria,That sharing indecent images of people over 18 without consent is a crime,blk_0172,"L296-303: even if the photo is of themselves or of someone who has consented, and even if the image was created by the child and/or using AI generated imagery. Pupils should understand the potentially serious consequences of acquiring or generating indecent or sexual images of someone under 18, including the potential for criminal charges and severe penalties including imprisonment. Pupils should know how to seek support and should understand that they will not be in trouble for asking for help, either at school or with the police, if an image of themselves has been shared. Pupils should also understand that sharing indecent images of people over 18 without consent is a crime.",stable,null,Propositional knowledge about legal facts - factual content that must be held
blk_0176_item_01,know,Type 1,rubric_with_clear_criteria,the prevalence of deepfakes including videos and photos,blk_0176,"L308-309: used maliciously as well as for entertainment, the harms that can be caused by deepfakes and how to identify them.",classification_unstable,null,propositional knowledge about factual information regarding deepfake prevalence
blk_0178_item_01,know,Type 1,rubric_with_clear_criteria,"That the internet contains inappropriate and upsetting content, some of which is illegal, including unacceptable content that encourages misogyny, violence or use of weapons",blk_0178,"L311: including unacceptable content that encourages misogyny, violence or use of weapons.",stable,null,Propositional knowledge about the nature of internet content - factual claim about how the world works that learners must understand
blk_0179_item_01,know,Type 1,rubric_with_clear_criteria,Where to go for advice and support about something they have seen online,blk_0179,L312-315: Pupils should be taught where to go for advice and support about something they have seen online. Pupils should understand that online content can present a distorted picture of the world and normalise or glamorise behaviours which are unhealthy and wrong.,stable,null,Propositional knowledge - factual information about support resources that must be known
blk_0189_item_01,know,Type 1,rubric_with_clear_criteria,"That websites may share personal data about their users, and information collected on their internet use, for commercial purposes (e.g. to enable targeted advertising).",blk_0189,"L331: their internet use, for commercial purposes (e.g. to enable targeted advertising).",stable,null,Propositional knowledge about how websites operate commercially - factual content about data sharing practices that learners must understand
blk_0191_item_01,know,Type 1,rubric_with_clear_criteria,"That criminals can operate online scams, for example using fake websites or emails to extort money or valuable personal information. This information can be used to the detriment of the person or wider society.",blk_0191,"L333-336: extort money or valuable personal information. This information can be used to the detriment of the person or wider society. About risks of sextortion, how to identify online scams relating to sex, and how to seek support if they have been scammed or involved in sextortion.",stable,null,Propositional knowledge about how online scams operate and their consequences - factual content to be understood
blk_0191_item_02,know,Type 1,rubric_with_clear_criteria,About risks of sextortion,blk_0191,"L333-336: extort money or valuable personal information. This information can be used to the detriment of the person or wider society. About risks of sextortion, how to identify online scams relating to sex, and how to seek support if they have been scammed or involved in sextortion.",stable,null,Factual knowledge about specific risks - propositional content to be understood
blk_0193_item_01,know,Type 1,rubric_with_clear_criteria,"AI chatbots are an example of how AI is rapidly developing, and that these can pose risks by creating fake intimacy or offering harmful advice",blk_0193,L338-340: pose risks by creating fake intimacy or offering harmful advice. It is important to be able to critically think about new types of technology as they appear online and how they might pose a risk.,stable,null,Propositional knowledge about AI chatbots and their specific risks - factual content to be understood
blk_0203_item_01,know,Type 1,rubric_with_clear_criteria,Ways of seeking help when needed and how to report harmful behaviour,blk_0203,"L357-363: friends, family, the wider community or strangers. Pupils should learn ways of seeking help when needed and how to report harmful behaviour. Pupils should understand that there are strategies they can use to increase their safety, and that this does not mean they will be blamed if they are victims of harmful behaviour. Pupils might reflect on the importance of trusting their instincts when something doesn’t feel right, and should understand that in some situations a person might appear trustworthy but have harmful intentions.",classification_unstable,null,Propositional knowledge about specific procedures and resources - hard prerequisite sequence
blk_0205_item_01,know,Type 1,rubric_with_clear_criteria,"Sexual harassment and sexual violence are unacceptable behaviours, and it is never the fault of the person experiencing it.",blk_0205,"L365: unacceptable, emphasising that it is never the fault of the person experiencing it.",stable,null,Propositional knowledge - factual claims about the nature of sexual harassment/violence and responsibility attribution that learners must understand
blk_0207_item_01,know,Type 1,rubric_with_clear_criteria,"Sexual harassment includes unsolicited sexual language / attention / touching, taking and/or sharing intimate or sexual images without consent, public sexual harassment, pressuring other people to do sexual things, and upskirting.",blk_0207,"L367-368: taking and/or sharing intimate or sexual images without consent, public sexual harassment, pressuring other people to do sexual things, and upskirting.",stable,null,Definitional content - propositional knowledge about what constitutes sexual harassment with specific examples
blk_0210_item_01,know,Type 1,rubric_with_clear_criteria,sexual harassment and sexual violence among young people but also includes other forms of concerning behaviour like using age-inappropriate sexual language,blk_0210,L371-372: sexual harassment and sexual violence among young people but also includes other forms of concerning behaviour like using age-inappropriate sexual language.,stable,null,propositional knowledge about what constitutes harmful sexual behaviour - factual content that must be understood
blk_0212_item_01,know,Type 1,rubric_with_clear_criteria,"The concepts and laws relating to domestic abuse, including controlling or coercive behaviour, emotional, sexual, economic or physical abuse, and violent or threatening behaviour",blk_0212,"L374-375: behaviour, emotional, sexual, economic or physical abuse, and violent or threatening behaviour.10",stable,null,Propositional knowledge about legal concepts and definitions that must be understood - hard prerequisite sequence applies as legal understanding builds on foundational concepts
blk_0216_item_01,know,Type 1,rubric_with_clear_criteria,"The concepts and laws relating to harms which are exploitative, including sexual exploitation, criminal exploitation and abuse, grooming, and financial exploitation",blk_0216,"L379: exploitation, criminal exploitation and abuse, grooming, and financial exploitation.",stable,null,Propositional knowledge about legal concepts and definitions that must be understood - hard prerequisite sequence applies as legal understanding builds on foundational concepts
blk_0220_item_01,know,Type 1,rubric_with_clear_criteria,"The Domestic Abuse Act 2021 recognised children who see, hear, or experience the effects of abuse, and are related to either the victim of the abusive behaviour, or the perpetrator, as victims of domestic abuse in their own right (part 1 section 3)",blk_0220,"L384-387: 10 The Domestic Abuse Act 2021 recognised children who see, hear, or experience the effects of abuse, and are related to either the victim of the abusive behaviour, or the perpetrator, as victims of domestic abuse in their own right (part 1 section 3). The Domestic Abuse Act 2021 statutory guidance is designed to support statutory and non-statutory bodies working with victims of domestic abuse, including children.",stable,null,Propositional knowledge about legal definitions and statutory recognition - factual content about what the Act established
blk_0220_item_02,know,Type 1,rubric_with_clear_criteria,"The Domestic Abuse Act 2021 statutory guidance is designed to support statutory and non-statutory bodies working with victims of domestic abuse, including children",blk_0220,"L384-387: 10 The Domestic Abuse Act 2021 recognised children who see, hear, or experience the effects of abuse, and are related to either the victim of the abusive behaviour, or the perpetrator, as victims of domestic abuse in their own right (part 1 section 3). The Domestic Abuse Act 2021 statutory guidance is designed to support statutory and non-statutory bodies working with victims of domestic abuse, including children.",stable,null,Propositional knowledge about the purpose and scope of statutory guidance - factual content about what the guidance is designed to do
blk_0222_item_01,know,Type 1,rubric_with_clear_criteria,"It is illegal to assist in the performance of FGM, virginity testing or hymenoplasty, in the UK or abroad, or to fail to protect a person under 16 for whom they are responsible",blk_0222,"L390-391: assist in the performance of FGM, virginity testing or hymenoplasty, in the UK or abroad, or to fail to protect a person under 16 for whom they are responsible.",stable,null,Propositional knowledge about legal facts - hard prerequisite sequence applies as legal knowledge builds on understanding of what constitutes these practices
blk_0224_item_01,know,Type 1,rubric_with_clear_criteria,"Strangulation (applying pressure to the neck) is an offence, regardless of whether it causes injury",blk_0224,"L393: (applying pressure to the neck) is an offence, regardless of whether it causes injury.",stable,null,Propositional knowledge - factual claim about legal status that learners must hold
blk_0225_item_01,know,Type 1,rubric_with_clear_criteria,That any activity that involves applying force or pressure to someone's neck or covering someone's mouth and nose is dangerous and can lead to serious injury or death.,blk_0225,L394-395: That any activity that involves applying force or pressure to someone’s neck or covering someone’s mouth and nose is dangerous and can lead to serious injury or death.,stable,null,Propositional knowledge - factual claim about causal relationship between specific actions and their consequences
blk_0227_item_01,know,Type 1,rubric_with_clear_criteria,"That pornography presents some activities as normal which many people do not and will never engage in, some of which can be emotionally and/or physically harmful.",blk_0227,"L397: will never engage in, some of which can be emotionally and/or physically harmful.",stable,null,Propositional knowledge about pornography's misrepresentation of sexual norms and potential harms - factual content to be understood
blk_0229_item_01,know,Type 1,rubric_with_clear_criteria,"How to seek support for their own worrying or abusive behaviour or for worrying or abusive behaviour they have experienced from others, including information on where to report abuse, and where to seek medical attention when required, for example after an assault.",blk_0229,"L399-401: abusive behaviour they have experienced from others, including information on where to report abuse, and where to seek medical attention when required, for example after an assault.",stable,null,Propositional knowledge about specific procedures and information sources - hard prerequisite sequence applies as learners must know the factual information before they can apply it
blk_0233_item_01,know,Type 1,rubric_with_clear_criteria,"Sex, for people who feel ready and are over the age of consent, can and should be enjoyable and positive",blk_0233,L407: enjoyable and positive.,stable,null,Propositional knowledge - a factual/value claim about the nature of sexual experience that learners must understand
blk_0235_item_01,know,Type 1,rubric_with_clear_criteria,"that many young people wait until they are older, and that people of all ages can enjoy intimate and romantic relationships without sex",blk_0235,"L409-410: that many young people wait until they are older, and that people of all ages can enjoy intimate and romantic relationships without sex.",stable,null,propositional knowledge about relationship patterns and possibilities - factual content to be understood
blk_0237_item_01,know,Type 1,rubric_with_clear_criteria,"Sexual consent can be given, withheld or removed at any time, even if initially given",blk_0237,"L412-414: if initially given, as well as the considerations that people might take into account prior to sexual activity, e.g. the law, faith and family values. That kindness and care for others require more than just consent.",stable,null,Propositional knowledge about how consent works - factual content about consent's revocable nature
blk_0237_item_02,know,Type 1,rubric_with_clear_criteria,"Considerations that people might take into account prior to sexual activity include the law, faith and family values",blk_0237,"L412-414: if initially given, as well as the considerations that people might take into account prior to sexual activity, e.g. the law, faith and family values. That kindness and care for others require more than just consent.",stable,null,Factual knowledge about factors that inform sexual decision-making
blk_0242_item_01,know,Type 1,rubric_with_clear_criteria,"The facts about the full range of contraceptive choices, efficacy and options available, including male and female condoms",blk_0242,"L420-422: including male and female condoms, and signposting towards medically accurate online information about sexual and reproductive health to support contraceptive decision- making.",stable,null,"Propositional knowledge about contraceptive facts, efficacy, and options - factual content that must be understood"
blk_0244_item_01,know,Type 1,rubric_with_clear_criteria,"medically and legally accurate and impartial information on all pregnancy options, including keeping the baby, adoption, abortion and where to get further help",blk_0244,"L424-425: legally accurate and impartial information on all options, including keeping the baby, adoption, abortion and where to get further help.",stable,null,propositional knowledge about pregnancy options - factual content that must be understood
blk_0246_item_01,know,Type 1,rubric_with_clear_criteria,How risk can be reduced through safer sex including through condom use and the use and availability of HIV prevention drugs Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis,blk_0246,L427-428: How risk can be reduced through safer sex (including through condom use). The use and availability of the HIV prevention drugs Pre-Exposure Prophylaxis (PrEP) and Post,stable,mild,Propositional knowledge about specific risk reduction methods and medical interventions - factual content that can be learned and assessed through knowledge checks
blk_0247_item_01,know,Type 1,rubric_with_clear_criteria,Exposure Prophylaxis (PEP) and how and where to access them,blk_0247,"L429-430: Exposure Prophylaxis (PEP) and how and where to access them. The importance of, and facts about, regular testing and the role of stigma",classification_unstable,mild,Factual knowledge about what PEP is and access procedures - propositional content with no prerequisite sequence indicated
blk_0249_item_01,know,Type 1,rubric_with_clear_criteria,"The prevalence of STIs, the short and long term impact they can have on those who contract them and key facts about treatment.",blk_0249,L432: contract them and key facts about treatment.,stable,null,"Propositional knowledge - factual content about STI prevalence, impacts, and treatment facts that learners must hold"
blk_0252_item_01,know,Type 1,rubric_with_clear_criteria,How and where to seek support for concerns around sexual relationships including sexual violence or harms,blk_0252,L435: sexual violence or harms.,stable,null,Propositional knowledge about support resources and procedures - factual content that can be learned and recalled
blk_0254_item_01,know,Type 1,rubric_with_clear_criteria,Where to access confidential sexual and reproductive health advice and treatment,blk_0254,"L437-438: information and further advice, and where to access confidential sexual and reproductive health advice and treatment.",stable,null,Propositional knowledge about specific resources and access points - factual content that can be directly assessed
blk_0259_item_01,know,Type 1,rubric_with_clear_criteria,"The benefits of physical activity, time outdoors, and helping others for health, wellbeing and happiness",blk_0259,"L448-450: wellbeing and happiness. Simple self-care techniques, including the importance of rest, time spent with friends and family, as well as hobbies, interests and community participation.",stable,null,Propositional knowledge about causal relationships - factual claims about what benefits health and wellbeing
blk_0259_item_02,know,Type 1,rubric_with_clear_criteria,"Simple self-care techniques, including the importance of rest, time spent with friends and family, as well as hobbies, interests and community participation",blk_0259,"L448-450: wellbeing and happiness. Simple self-care techniques, including the importance of rest, time spent with friends and family, as well as hobbies, interests and community participation.",stable,null,Propositional knowledge about self-care techniques and their importance - factual content about what constitutes self-care
blk_0262_item_01,know,Type 1,rubric_with_clear_criteria,"The range and scale of emotions (e.g. happiness, sadness, anger, fear, surprise, nervousness) that they might experience in different situations",blk_0262,"L453-455: nervousness) that they might experience in different situations. Pupils should understand that worrying and feeling down are normal, affect everyone at different times, and are not in themselves a sign of a mental health condition.",stable,null,Propositional knowledge about emotional categories and their situational contexts - factual content to be held
blk_0272_item_01,know,Type 1,rubric_with_clear_criteria,"that grief is a natural response to bereavement, and that everyone grieves differently",blk_0272,"L465-466: that grief is a natural response to bereavement, and that everyone grieves differently.",stable,null,propositional knowledge about the nature of grief - factual claims about how grief works that learners must understand
blk_0274_item_01,know,Type 1,rubric_with_clear_criteria,Who in school they should speak to if they are worried about their own or someone else's mental wellbeing or ability to control their emotions (including issues arising online),blk_0274,"L468-470: support), including who in school they should speak to if they are worried about their own or someone else’s mental wellbeing or ability to control their emotions (including issues arising online).",stable,null,Propositional knowledge about specific people and procedures - factual content that can be directly assessed
blk_0288_item_01,know,Type 1,rubric_with_clear_criteria,"Why social media, some apps, computer games and online gaming, including gambling sites, are age restricted",blk_0288,"L490: gambling sites, are age restricted.",stable,null,Propositional knowledge about factual reasons for age restrictions - can be assessed through knowledge test
blk_0290_item_01,know,Type 1,rubric_with_clear_criteria,"The risks relating to online gaming, video game monetisation, scams, fraud and other financial harms, and that gaming can become addictive",blk_0290,"L492: other financial harms, and that gaming can become addictive.",stable,null,Propositional knowledge about specific risks and facts that learners must hold - hard prerequisite sequence applies as understanding these risks is foundational
blk_0294_item_01,know,Type 1,rubric_with_clear_criteria,"That abuse, bullying and harassment can take place online and that this can impact wellbeing",blk_0294,L497: impact wellbeing. How to seek support from trusted adults.,stable,null,Propositional knowledge about causal relationships - factual content about how online abuse affects wellbeing
blk_0296_item_01,know,Type 1,rubric_with_clear_criteria,know how information is selected and targeted,blk_0296,L499: and know how information is selected and targeted.,stable,null,propositional knowledge about how information systems work - factual content that can be taught and assessed through knowledge checks
